,Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
3933,2,10,25,17.4904,10.27027027027027,11.319999999999999,169.945475656773
3934,2,10,25,2.8975,0.5405405405405406,0.0,330.1935287605273
3935,2,10,25,11.0636,9.72972972972973,8.06,165.0473592331793
3936,2,10,25,12.3633,10.043243243243243,8.8,182.66722222672013
3937,2,10,25,6.8253,4.324324324324325,3.8,137.840442406472
3938,2,10,25,3.3084,1.6216216216216217,0.53,405.7537156395388
3939,2,10,25,20.2966,12.972972972972974,14.13,170.48497999209323
3940,2,20,25,19.8554,14.594594594594593,13.51,169.2077041234692
3941,2,20,25,15.6142,9.816216216216215,10.92,156.20424177130334
3942,2,20,25,4.0235,2.1621621621621623,1.0899999999999999,159.21413110100843
3943,2,20,25,22.8507,9.72972972972973,15.470000000000002,131.18515217856435
3944,2,20,25,6.8754,3.7837837837837838,3.66,133.37705149082433
3945,2,20,25,12.2269,6.486486486486487,7.409999999999999,146.53606315704621
3946,2,20,25,8.7915,2.7027027027027026,4.01,156.27648695988742
3947,2,20,25,13.2142,10.27027027027027,8.540000000000001,143.04584271249132
3948,2,20,25,6.9089,3.2432432432432434,3.5100000000000002,202.1104466181392
3949,2,20,25,3.7886,1.156756756756757,0.99,171.09867010557025
3950,2,20,25,17.5592,8.205405405405406,11.16,142.60023532758728
3951,2,20,25,23.0779,12.432432432432433,15.35,159.62762189032807
3952,2,20,25,5.7923,4.324324324324325,2.34,198.20904931695563
3953,2,20,25,22.2956,13.09189189189189,16.35,133.21604058636856
3954,2,20,25,18.9069,7.027027027027026,12.540000000000001,146.00988118525882
3955,2,20,25,5.1412,2.7027027027027026,1.81,175.38822696555332
3956,2,20,25,12.7785,4.324324324324325,6.459999999999999,145.33516108595563
3957,2,20,25,2.9275,0.0,0.0,
3958,2,20,25,9.5129,7.5675675675675675,6.0600000000000005,160.57511177891269
3959,2,20,25,18.0427,11.891891891891891,13.280000000000001,141.73272206380645
3960,2,30,25,17.9168,9.18918918918919,11.7,153.44477658319698
3961,2,30,25,29.921,18.8,22.61,151.25962318380013
3962,2,30,25,15.5689,9.18918918918919,9.44,148.026927696878
3963,2,30,25,13.5586,5.945945945945946,6.99,138.17525598070463
3964,2,30,25,9.1116,5.405405405405405,5.41,137.72344349866262
3965,2,30,25,22.2408,12.497297297297298,16.31,138.4629449307038
3966,2,30,25,34.025,18.91891891891892,23.89,130.3510487391547
3967,2,30,25,11.8849,8.108108108108109,8.64,143.1815200973301
3968,2,30,25,24.249,10.962162162162162,15.729999999999999,135.7714260290089
3969,2,30,25,3.9312,2.1621621621621623,0.71,204.24266180323693
3970,2,30,25,4.4856,1.6216216216216217,1.53,166.03895710124416
3971,2,30,25,19.1719,8.108108108108109,11.1,133.49525543621786
3972,2,30,25,3.9395,1.2432432432432432,1.44,113.44800927371959
3973,2,30,25,7.5402,4.940540540540541,3.9,193.36259230963498
3974,2,30,25,26.7961,12.78918918918919,19.15,120.50792123950416
3975,2,30,25,21.9863,13.005405405405407,15.210000000000003,146.67924982301525
3976,2,30,25,22.3345,12.583783783783783,16.7,131.2884370784766
3977,2,30,25,10.3696,5.405405405405405,6.08,146.4279339807239
3978,2,30,25,12.9602,6.497297297297297,7.9,156.51594025650388
3979,2,30,25,9.8719,5.945945945945946,6.88,142.06566439784262
3980,2,40,25,5.6263,1.6216216216216217,1.98,125.02757467893206
3981,2,40,25,4.6286,2.1621621621621623,1.4300000000000002,150.33664126922918
3982,2,40,25,26.7968,11.35135135135135,17.55,120.33602937761647
3983,2,40,25,11.8416,7.383783783783784,8.48,134.64730797705897
3984,2,40,25,2.6865,0.0,0.0,
3985,2,40,25,2.9503,0.5405405405405406,0.16,268.612004532885
3986,2,40,25,9.5259,2.7027027027027026,4.56,146.34223236617675
3987,2,40,25,4.6418,2.1621621621621623,1.5699999999999998,134.38570368878084
3988,2,40,25,5.3607,2.1621621621621623,2.6,114.29207850508809
3989,2,40,25,23.3114,12.432432432432432,15.02,135.78549581105122
3990,2,40,25,11.8688,5.945945945945946,6.970000000000001,124.90221775006165
3991,2,40,25,6.6391,2.7027027027027026,2.7,118.58809523429213
3992,2,40,25,12.8485,7.6756756756756745,8.93,146.64371768949042
3993,2,40,25,2.9719,0.0,0.27999999999999997,
3994,2,40,25,20.1647,8.108108108108109,11.91,130.99682005722372
3995,2,40,25,5.739,3.7837837837837838,3.3299999999999996,119.8729286413641
3996,2,40,25,14.2838,9.18918918918919,8.76,155.5756233353488
3997,2,40,25,5.3169,1.6216216216216217,2.0,111.69410721093351
3998,2,40,25,6.3089,2.4324324324324325,2.44,122.47256420901347
3999,2,40,25,9.7924,3.7837837837837838,5.279999999999999,135.20414322230565
4000,2,50,25,20.269,12.432432432432433,13.23,148.40063823617828
4001,2,50,25,7.4503,2.1621621621621623,3.4200000000000004,115.42706846616849
4002,2,50,25,29.8585,16.216216216216218,21.490000000000002,130.78098208737524
4003,2,50,25,23.6105,14.345945945945946,16.259999999999998,135.8251360820925
4004,2,50,25,16.3823,9.232432432432432,10.86,139.63709992315273
4005,2,50,25,10.8746,5.405405405405405,6.409999999999999,125.05162658681323
4006,2,50,25,10.2884,5.945945945945946,6.609999999999999,127.67618048804607
4007,2,50,25,6.9358,2.7027027027027026,3.2600000000000002,119.23773442335951
4008,2,50,25,8.3293,5.091891891891892,5.58,126.95579047046807
4009,2,50,25,16.0242,10.81081081081081,10.430000000000001,135.93802550519592
4010,2,50,25,4.8994,1.6216216216216217,1.83,116.48509470860579
4011,2,50,25,2.8143,0.0,0.04,
4012,2,50,25,10.0206,6.897297297297297,5.720000000000001,150.4173191988604
4013,2,50,25,4.2228,1.6216216216216217,1.67,117.5096228880844
4014,2,50,25,22.0445,15.135135135135135,15.460000000000003,152.66039640023635
4015,2,50,25,8.9216,2.7027027027027026,4.79,135.78847404982247
4016,2,50,25,3.2838,0.0,0.15,
4017,2,50,25,6.8936,1.0810810810810811,2.7199999999999998,110.44392892087484
4018,2,50,25,2.9489,0.0,0.0,
4019,2,50,25,8.1303,5.405405405405405,5.159999999999999,169.3232792370298
4020,2,60,25,13.769,7.697297297297299,8.18,129.9958312263161
4021,2,60,25,8.2516,5.524324324324324,4.8,147.56841212604553
4022,2,60,25,11.3086,5.945945945945946,6.529999999999999,128.90342000650466
4023,2,60,25,29.2085,16.216216216216218,21.86,140.07369205346833
4024,2,60,25,16.066,11.891891891891891,12.15,133.7468330451314
4025,2,60,25,10.0507,5.405405405405405,6.43,123.48955119954731
4026,2,60,25,8.8363,4.864864864864865,5.2,117.90734654178979
4027,2,60,25,8.0869,3.7837837837837838,3.9899999999999998,150.1457539969605
4028,2,60,25,29.6369,16.27027027027027,21.38,125.27459029256848
4029,2,60,25,4.5366,1.6216216216216217,1.7,131.8467067606708
4030,2,60,25,14.1206,8.691891891891892,9.82,130.45444690466033
4031,2,60,25,3.1871,1.0810810810810811,0.26,217.14199562033747
4032,2,60,25,13.3099,5.405405405405405,7.49,122.7414778517959
4033,2,60,25,15.1902,6.486486486486487,9.73,146.33921967028616
4034,2,60,25,13.2772,6.486486486486487,8.18,133.30470385463312
4035,2,60,25,9.3125,3.2432432432432434,4.58,121.48194598390182
4036,2,60,25,19.5541,9.72972972972973,12.65,129.3665190730317
4037,2,60,25,14.538,8.64864864864865,9.55,134.26292475287025
4038,2,60,25,19.1452,10.27027027027027,13.290000000000001,132.87575517588166
4039,2,60,25,7.2582,3.2432432432432434,3.8300000000000005,132.6466369767576
4040,2,70,25,19.0329,10.27027027027027,12.479999999999999,124.56607341993875
4041,2,70,25,7.2934,1.6216216216216217,3.6,169.9888280338176
4042,2,70,25,22.2313,14.702702702702704,15.77,127.71865798902807
4043,2,70,25,20.4942,9.859459459459458,14.27,119.7260020112178
4044,2,70,25,18.7707,6.486486486486487,11.260000000000002,126.86957124689057
4045,2,70,25,5.0513,1.6216216216216217,1.8700000000000003,122.0458857470112
4046,2,70,25,15.9489,8.64864864864865,11.15,132.90597468100214
4047,2,70,25,5.3511,2.7027027027027026,2.7399999999999998,121.8747793709442
4048,2,70,25,20.7192,9.72972972972973,12.860000000000003,129.91905743601058
